what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1322751946507
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1322751946522
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1322751946532
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1322751946541
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1322751946553
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1322751946559
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1322751946575
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1322751946581
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1322751946615
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1322751946630
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1322751946667
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1322751946689
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1322751946704
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1322751946756
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1322751946795
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1322751946825
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1322751946839
started,bundle,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.ui",1322751946863
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1322751946899
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1322751946907
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1322751946927
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1322751946937
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1322751946956
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1322751946980
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1322751946995
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1322751947009
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1322751947009
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1322751947060
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1322751947073
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1322751947177
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1322751947229
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1322751947298
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1322751947325
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1322751947369
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1322751947393
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1322751947439
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1322751947461
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1322751947474
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1322751947487
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1322751947511
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1322751947519
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1322751947545
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1322751947581
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1322751947595
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1322751947595
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1322751947627
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1322751947647
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1322751947669
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1322751947685
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1322751947723
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1322751947736
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1322751947750
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1322751947796
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1322751947812
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1322751947841
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1322751947854
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1322751947866
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1322751947866
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1322751947877
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1322751947896
started,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1322751947897
started,bundle,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms",1322751947897
started,bundle,com.android.ide.eclipse.traceview,15.0.1.v201111031820-219398,"com.android.ide.eclipse.traceview",1322751947897
os,sysinfo,,,"win32",1322751947903
arch,sysinfo,,,"x86",1322751947903
ws,sysinfo,,,"win32",1322751947903
locale,sysinfo,,,"zh_CN",1322751947903
processors,sysinfo,,,"4",1322751947903
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1322751947903
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1322751947903
java.specification.name,sysinfo,,,"Java Platform API Specification",1322751947903
java.specification.vendor,sysinfo,,,"Oracle Corporation",1322751947903
java.specification.version,sysinfo,,,"1.7",1322751947903
java.vendor,sysinfo,,,"Oracle Corporation",1322751947903
java.version,sysinfo,,,"1.7.0_01",1322751947903
java.vm.info,sysinfo,,,"mixed mode",1322751947903
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1322751947903
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1322751947903
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1322751947903
java.vm.specification.version,sysinfo,,,"1.7",1322751947903
java.vm.vendor,sysinfo,,,"Oracle Corporation",1322751947903
java.vm.version,sysinfo,,,"21.1-b02",1322751947903
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322751950181
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322751950212
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1322751950257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322751953941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322751981612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1322751981652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322751986422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752016249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752019042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752025892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752026868
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1322752028161
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1322752028858
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1322752029114
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1322752029114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752042667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1322752042719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752045985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752065346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1322752065374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752067156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752133068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752138756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752138830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752138853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752139074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322752143315
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322752455514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753390789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753396496
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1322753442710
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1322753442867
error,log,,,"Failed to load properties file for project 'Helloworld'",1322753443450
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1322753443566
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1322753443589
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1322753444366
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1322753444366
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1322753444392
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1322753444717
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1322753444869
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1322753445230
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1322753445436
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1322753446042
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1322753446593
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1322753446843
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1322753446850
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1322753446850
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1322753446941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753447494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753447760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753447811
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1322753448398
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1322753448474
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1322753448546
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322753448811
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1322753448926
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1322753450122
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1322753450161
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322753450166
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322753451780
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1322753452276
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1322753452287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753461381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753461428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753461440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753465345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753466751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753528727
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1322753534636
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322753534944
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322753535347
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1322753535640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753535735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753543114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753620781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753631010
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322753631291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753631292
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322753633068
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322753636916
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1322753641020
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1322753641265
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1322753641322
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1322753641832
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1322753641861
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1322753642472
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1322753642564
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322753643348
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322753643873
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1322753644126
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1322753644240
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1322753647437
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1322753647542
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322753654074
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322753657020
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322753657055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322753665502
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322753668306
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1322753668894
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1322753668905
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1322753668995
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1322753669006
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1322753669997
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1322753671951
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1322753675131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753696832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753703370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753712505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322753722489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754705404
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322754707641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754726926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754729560
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322754731229
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322754733637
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1322754736583
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1322754736622
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1322754736671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754740514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754743511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754744080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754750000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322754754356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755206327
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322755208175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755209745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755350742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755352634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755369048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755373375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322755375905
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322755375954
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322755378695
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322755378696
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322755378982
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322755379007
